"","Row.names","Log2FoldChange","logCPM","LR","PValue","P.Adjust","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"3661","ENSG00000277548",-0.199730852167002,5.058148173474,0.742108270943248,0.388986359646906,0.736690160945636,"chr15",55346347,55346752,0.381773399014778,0.381773399014778,".",406,405,"1","sense_intronic",38.18,"RP11-139H15.6","not"
"479","ENSG00000214654",0.200819998915234,5.42113814070769,0.736535245278304,0.390773028131745,0.738751398811297,"chr9",120793551,120799570,0.417607973421927,0.43121406174344,".",6020,1387,"3","transcribed_processed_pseudogene",41.76,"RP11-27I1.4","not"
"659","ENSG00000224261",0.198045454812206,5.16735668862782,0.733173941449564,0.391856321179904,0.738751398811297,"chr1",160266340,160267225,0.511286681715576,0.511286681715576,".",886,885,"6","processed_pseudogene",51.13,"RPSAP18","not"
"1795","ENSG00000244490",-0.228396491847656,4.66351192555634,0.736014298343491,0.390940639537703,0.738751398811297,"chr7",105301522,105302086,0.391150442477876,0.391150442477876,".",565,564,"2","processed_pseudogene",39.12,"RWDD4P1","not"
"1851","ENSG00000246366",0.380046978723252,4.25298466819754,0.733155302207877,0.391862340298226,0.738751398811297,"chr8",70608577,70663279,0.393305668793302,0.404896109285058,"0.3923537249177043",54703,5440,"2","antisense",39.33,"LACTB2-AS1","not"
"2065","ENSG00000251819",0.30022913280391,4.67298931629992,0.733355912150529,0.39179756485506,0.738751398811297,"chr15",100551820,100551922,0.446601941747573,0.446601941747573,".",103,102,"4","snRNA",44.66,"RNU6-322P","not"
"2693","ENSG00000262468",0.125872124109933,7.03997838546896,0.732782617796062,0.39198271807567,0.738751398811297,"chr16",4245825,4253789,0.503954802259887,0.539187862925736,"0.4903872932484302",7965,2266,"7","lincRNA",50.4,"LINC01569","not"
"2898","ENSG00000267370",-0.209407742888596,4.84541351818681,0.73376285104078,0.391666214504702,0.738751398811297,"chr19",9756152,9756863,0.321629213483146,0.321629213483146,".",712,711,"1","unprocessed_pseudogene",32.16,"CTD-2623N2.3","not"
"3212","ENSG00000272140",-0.200540977015459,5.28988983804541,0.733576636768618,0.391726312275881,0.738751398811297,"chr10",73703735,73713581,0.435665684980197,0.421143493491813,"0.47011308562197096",9847,1189,"3","lincRNA",43.57,"RP11-574K11.29","not"
"3389","ENSG00000273174",-0.204284572337894,5.41789522726697,0.732672478457971,0.392018303447089,0.738751398811297,"chr3",129123439,129124003,0.48141592920354,0.48141592920354,".",565,564,"5","antisense",48.14,"RP11-434H6.6","not"
"3533","ENSG00000275092",-0.272299482560255,3.92983744094924,0.735996431876202,0.390946389787747,0.738751398811297,"chr16",1707252,1707973,0.466759002770083,0.466759002770083,".",722,721,"4","sense_intronic",46.68,"LA16c-329F2.2","not"
"579","ENSG00000221739",-0.302518385698388,4.01629930002688,0.728833154336172,0.393261670228549,0.73893124176931,"chr17",48156427,48156511,0.623529411764706,0.623529411764706,".",85,84,"8","miRNA",62.35,"MIR1203","not"
"627","ENSG00000223797",0.18118026165515,6.05594916260051,0.730760506577667,0.392636789743418,0.73893124176931,"chr3",40313802,40453329,0.412204002064102,0.458263620651297,"0.41157904688488584",139528,2955,"4","antisense",41.22,"ENTPD3-AS1","not"
"865","ENSG00000227097",-0.215615490737745,12.2896010974844,0.728776181071993,0.393280163667276,0.73893124176931,"chr11",82689559,82689768,0.619047619047619,0.619047619047619,".",210,209,"8","processed_pseudogene",61.9,"RPS28P7","not"
"871","ENSG00000227252",-0.343518713486222,3.72130843962726,0.731616455298109,0.392359733710043,0.73893124176931,"chr2",237059434,237085817,0.44887052759248,0.485678623136684,".",26384,2339,"5","antisense",44.89,"AC105760.2","not"
"1350","ENSG00000234622",-0.4424572093633,3.6672676049412,0.730415781585322,0.392748450696795,0.73893124176931,"chrX",1767347,1768776,0.486713286713287,0.523686872562703,".",1430,546,"6","lincRNA",48.67,"RP13-297E16.5","not"
"2226","ENSG00000255642",-0.180800529725412,6.22480072522059,0.728881125331299,0.393246099882298,0.73893124176931,"chr12",63822021,63823895,0.463466666666667,0.463466666666667,".",1875,1874,"4","processed_pseudogene",46.35,"PABPC1P4","not"
"574","ENSG00000221340",-0.286363648822854,3.91880487368768,0.722379598267935,0.395364465379305,0.739193474130221,"chr1",12569972,12570072,0.475247524752475,0.475247524752475,".",101,100,"5","snRNA",47.52,"RNU6ATAC18P","not"
"699","ENSG00000224975",0.144762597357353,7.03630696954003,0.724180791865933,0.394775948376613,0.739193474130221,"chrX",47204921,47205865,0.523809523809524,0.523809523809524,".",945,944,"6","sense_intronic",52.38,"INE1","not"
"948","ENSG00000228436",-0.272038115493388,4.22079730596474,0.723273166369808,0.395072345572318,0.739193474130221,"chr1",38860000,38919396,0.43456740239406,0.522439219333793,"0.42923969931968414",59397,971,"6","antisense",43.46,"RP5-864K19.4","not"
"1101","ENSG00000230756",-0.217414734285256,4.36600052858655,0.724678382061569,0.394613589545778,0.739193474130221,"chr2",130212870,130213490,0.465378421900161,0.465378421900161,".",621,620,"4","processed_pseudogene",46.54,"RHOQP3","not"
"1862","ENSG00000246898",0.200255916471808,6.07698547963376,0.722716640818504,0.395254244953314,0.739193474130221,"chr16",66408524,66412135,0.38233665559247,0.36138346621483,".",3612,2145,"1","lincRNA",38.23,"LINC00920","not"
"2121","ENSG00000253716",0.153356187660031,6.35731634400032,0.725882882961457,0.394220970350827,0.739193474130221,"chr8",143280161,143281690,0.499346405228758,0.502200337477573,"0.47540983606557374",1530,1517,"6","antisense",49.93,"MINCR","not"
"2134","ENSG00000253986",-0.371223035163537,4.57907410622292,0.724123679525093,0.394794589729541,0.739193474130221,"chr8",23493009,23494198,0.481512605042017,0.489524340014558,".",1190,713,"5","lincRNA",48.15,"CTC-756D1.3","not"
"3283","ENSG00000272556",0.185008643150699,6.26300264659156,0.724953320219299,0.394523921132697,0.739193474130221,"chr7",45769105,45815263,0.479668103728417,0.603553490202148,"0.445426591917728",46159,10316,"8","transcribed_unprocessed_pseudogene",47.97,"GTF2IP13","not"
"3662","ENSG00000277566",-0.241199864180491,4.10776451311908,0.722573977681748,0.395300893573927,0.739193474130221,"chr12",113249466,113250042,0.509532062391681,0.509532062391681,".",577,576,"6","sense_intronic",50.95,"RP11-545P7.9","not"
"3703","ENSG00000278434",0.252268236249662,4.28751587687833,0.722883227195695,0.395199783843522,0.739193474130221,"chr16",4532216,4533670,0.527835051546392,0.527835051546392,".",1455,1454,"6","sense_intronic",52.78,"RP11-709D24.8","not"
"3681","ENSG00000277938",-0.192215340576014,5.44535081631084,0.720830768525502,0.395871537172099,0.739777636573819,"chr20",25229150,25231933,0.495689655172414,0.495689655172414,".",2784,2783,"5","lincRNA",49.57,"RP5-965G21.3","not"
"2329","ENSG00000258056",0.096819824228163,7.16833865237183,0.719191712447881,0.39640917015237,0.740054644277583,"chr12",55729104,55730852,0.569468267581475,0.564709432083055,".",1749,1441,"7","antisense",56.95,"RP11-644F5.11","not"
"2605","ENSG00000261218",-0.130019433926463,8.09599607874046,0.719422080909112,0.396333542526103,0.740054644277583,"chr16",81738248,81767868,0.483575841463826,0.520299205755241,"0.48384086060336107",29621,2035,"6","lincRNA",48.36,"RP11-960L18.1","not"
"911","ENSG00000227986",-0.143427230094967,6.45571912516037,0.717223691775331,0.397056101268011,0.740898498242371,"chr7",64355078,64356199,0.407308377896613,0.371992517683133,".",1122,826,"1","unprocessed_pseudogene",40.73,"TRIM60P18","not"
"227","ENSG00000198155",-0.320785537612226,4.10779501013983,0.715524885632107,0.3976157626223,0.741578760415781,"chr4",212610,255985,0.387287901143489,0.377195261445705,"0.30754716981132074",43376,2800,"1","transcribed_unprocessed_pseudogene",38.73,"ZNF876P","not"
"2030","ENSG00000251194",-0.24796565902766,5.08629969627403,0.714299641610296,0.398020119770161,0.741968845142905,"chr11",35212550,35214007,0.42798353909465,0.40484231756509,".",1458,702,"2","sense_intronic",42.8,"RP1-68D18.2","not"
"65","ENSG00000165874",0.21793607514667,4.32663133130738,0.709938670375905,0.399464172594575,0.742086349333514,"chr10",46610474,46652025,0.384072968810166,0.375178122535918,"0.3802506952713648",41552,3621,"1","transcribed_unprocessed_pseudogene",38.41,"FAM35BP","not"
"1301","ENSG00000233903",-0.230737775804181,4.52450520820703,0.713391297519649,0.398320277007311,0.742086349333514,"chr22",42276355,42277052,0.525787965616046,0.528446612374035,".",698,543,"6","lincRNA",52.58,"Z83851.4","not"
"2092","ENSG00000253239",-0.409252147495908,3.76892895861041,0.70959363903566,0.399578746894151,0.742086349333514,"chr22",22026076,22026593,0.542471042471042,0.561384638237103,".",518,388,"7","IG_V_pseudogene",54.25,"IGLVI-70","not"
"2426","ENSG00000259539",0.350918642632841,3.80179287277466,0.710522869274428,0.399270286608043,0.742086349333514,"chr15",45152664,45167526,0.538518468680616,0.54768830865691,".",14863,593,"7","3prime_overlapping_ncRNA",53.85,"CTD-2651B20.1","not"
"2962","ENSG00000268041",0.160390232368097,6.5811683886901,0.710176040694904,0.399385376848726,0.742086349333514,"chr19",41908519,41910097,0.606079797340089,0.60394297855982,"0.6049466298781241",1579,703,"8","transcribed_unprocessed_pseudogene",60.61,"CTD-2575K13.6","not"
"3191","ENSG00000271976",-0.116939569899868,6.86499144828435,0.711661008789207,0.398892948129222,0.742086349333514,"chr3",53858994,53861576,0.398373983739837,0.398373983739837,".",2583,2582,"2","antisense",39.84,"RP11-884K10.7","not"
"3531","ENSG00000275055",0.251404976129036,4.5327001888436,0.709868797988292,0.399487371221585,0.742086349333514,"chr19",52049007,52049754,0.457219251336898,0.457219251336898,".",748,747,"4","antisense",45.72,"CTC-471J1.11","not"
"3748","ENSG00000280852",0.165934228622548,6.4629631532716,0.709394099760289,0.399645029488478,0.742086349333514,"chr17",60101759,60102919,0.408268733850129,0.408268733850129,".",1161,1160,"2","transcribed_processed_pseudogene",40.83,"CTD-2319I12.10","not"
"1213","ENSG00000232713",-0.274655271502781,3.9719544586932,0.707985304881504,0.400113454248878,0.742593378710929,"chr2",60938204,60938604,0.468827930174564,0.468827930174564,".",401,400,"4","processed_pseudogene",46.88,"AC010733.5","not"
"724","ENSG00000225218",0.212329686287993,4.91027527290032,0.703895011267917,0.401478000919502,0.743010827537663,"chr21",42831040,42836477,0.511033468186833,0.515432180551035,"0.5242043327092806",5438,282,"6","lincRNA",51.1,"AP001628.6","not"
"844","ENSG00000226833",-0.234405819498722,4.20231497140816,0.70204416200508,0.402097677517752,0.743010827537663,"chr2",28708953,28736205,0.43532822074634,0.440156146728838,"0.4319036977406166",27253,1433,"3","antisense",43.53,"AC097724.3","not"
"910","ENSG00000227963",-0.192633721644,5.13238761485894,0.703628911892508,0.40156700728374,0.743010827537663,"chr1",110286375,110339171,0.444968464117279,0.468713962145884,"0.4616253287407735",52797,2607,"4","antisense",44.5,"RP5-1074L1.1","not"
"992","ENSG00000229124",0.0993780229603248,9.9281593512134,0.704185213895244,0.401380965041515,0.743010827537663,"chr10",17214239,17229985,0.436654600876357,0.471907331363577,"0.4161691288777174",15747,1987,"5","antisense",43.67,"VIM-AS1","not"
"1201","ENSG00000232586",0.225852745710635,5.01602500090974,0.703178724569966,0.401717653690303,0.743010827537663,"chr1",180949699,180954887,0.57602620928888,0.51665803017521,".",5189,1438,"6","antisense",57.6,"KIAA1614-AS1","not"
"1789","ENSG00000244378",-0.259725988216618,4.30333777117963,0.702524338674266,0.401936777690009,0.743010827537663,"chr16",69033675,69036042,0.465371621621622,0.465371621621622,".",2368,2367,"4","transcribed_processed_pseudogene",46.54,"RPS2P45","not"
"2725","ENSG00000263366",0.256425087926733,4.99889310528518,0.703303068685045,0.401676036148683,0.743010827537663,"chr22",22114844,22118005,0.676470588235294,0.678227902005807,".",3162,921,"8","processed_pseudogene",67.65,"ABHD17AP5","not"
"3273","ENSG00000272502",-0.160758775066012,6.02956693942617,0.704865655739923,0.401153577321478,0.743010827537663,"chr8",120812219,120813359,0.526730937773883,0.526730937773883,".",1141,1140,"6","antisense",52.67,"RP11-713M15.2","not"
"3476","ENSG00000274029",-0.266142241669031,4.44236759083014,0.703808312194724,0.401506997347706,0.743010827537663,"chr12",121190868,121191518,0.456221198156682,0.456221198156682,".",651,650,"4","lincRNA",45.62,"RP11-340F14.6","not"
"144","ENSG00000182648",0.205565151694273,5.87459044359036,0.698275811615986,0.403363653688333,0.743338651682043,"chr7",156472196,156640654,0.440279237084394,0.505811729123438,"0.4395445030023893",168459,3957,"6","lincRNA",44.03,"LINC01006","not"
"353","ENSG00000206991",-0.312635740346206,4.03258199755503,0.696465433239808,0.403973914718098,0.743338651682043,"chr15",43637632,43637738,0.373831775700935,0.373831775700935,".",107,106,"1","snRNA",37.38,"RNU6-610P","not"
"554","ENSG00000219355",-0.274048741542311,4.15166149951068,0.697686463818172,0.403562169555481,0.743338651682043,"chr12",120450437,120450803,0.422343324250681,0.422343324250681,".",367,366,"3","processed_pseudogene",42.23,"RPL31P52","not"
"711","ENSG00000225131",0.213360567707467,4.55455461179179,0.696720750494563,0.403887768268104,0.743338651682043,"chr13",48771128,48771827,0.507142857142857,0.507142857142857,".",700,699,"6","processed_pseudogene",50.71,"PSME2P2","not"
"839","ENSG00000226777",0.100902617481511,10.049578266696,0.700785965310587,0.402519724487881,0.743338651682043,"chr14",105917979,105932642,0.559260774686307,0.565058057856758,"0.602557224012017",14664,9877,"7","lincRNA",55.93,"FAM30A","not"
"901","ENSG00000227825",-0.181046358799175,6.23720632988412,0.695704774790187,0.404230726921016,0.743338651682043,"chr12",98453835,98457145,0.491694352159468,0.491694352159468,".",3311,3310,"5","transcribed_processed_pseudogene",49.17,"SLC9A7P1","not"
"1751","ENSG00000243410",-0.192216031351662,4.64629328645118,0.696272443154839,0.404039049171914,0.743338651682043,"chr3",64011964,64016246,0.388045762316134,0.46950230363211,".",4283,439,"5","antisense",38.8,"RP11-245J9.4","not"
"1929","ENSG00000248863",-0.146049922847827,7.10819499668046,0.698783241449149,0.403192845010529,0.743338651682043,"chr4",139426299,139430884,0.423898822503271,0.432987174958197,".",4586,1238,"3","transcribed_processed_pseudogene",42.39,"RP11-83A24.1","not"
"3574","ENSG00000275734",0.331972569048604,3.87106783097541,0.698669346677065,0.403231174569836,0.743338651682043,"chr16",89684642,89685304,0.497737556561086,0.497737556561086,".",663,662,"5","antisense",49.77,"RP11-368I7.6","not"
"3664","ENSG00000277595",-0.294637175744832,4.52403782225404,0.697065696532235,0.403771422746659,0.743338651682043,"chr12",110032245,110032803,0.372093023255814,0.372093023255814,".",559,558,"1","sense_intronic",37.21,"RP11-946P6.6","not"
"3495","ENSG00000274373",-0.28633699323448,4.44010142579159,0.692898945977134,0.405180088602369,0.744724137706772,"chr12",132424504,132425208,0.567375886524823,0.567375886524823,".",705,704,"7","lincRNA",56.74,"RP13-714J12.1","not"
"1139","ENSG00000231587",-0.308744727103069,4.09284029882956,0.688637835337062,0.406628090179236,0.746369453797478,"chr9",131490486,131490571,0.465116279069767,0.465116279069767,".",86,85,"4","snoRNA",46.51,"SNORD62B","not"
"2222","ENSG00000255517",0.16521841017231,5.90960567332582,0.688754384856679,0.406588383983504,0.746369453797478,"chr11",66473490,66480233,0.573546856465006,0.572638767780567,"0.5152413118245673",6744,2051,"7","antisense",57.35,"CTD-3074O7.5","not"
"3246","ENSG00000272335",-0.129211120760778,7.42270921841835,0.688531459380513,0.40666433538926,0.746369453797478,"chr5",44826076,44828592,0.352006356773937,0.352006356773937,".",2517,2516,"1","lincRNA",35.2,"RP11-53O19.3","not"
"2094","ENSG00000253352",-0.0653156344085119,12.0503841645188,0.687385979967544,0.407054931475411,0.74672576956469,"chr22",30970677,30979395,0.395343502695263,0.399228620626682,"0.39335664335664333",8719,6789,"2","antisense",39.53,"TUG1","not"
"41","ENSG00000146677",0.143199496614067,7.15624536751809,0.686134666323085,0.407482243989197,0.7469964276837,"chr7",44467897,44468304,0.504901960784314,0.504901960784314,".",408,407,"6","processed_pseudogene",50.49,"AC004453.8","not"
"520","ENSG00000215861",0.296630204142389,4.46848904618513,0.685541658446056,0.40768498044789,0.7469964276837,"chr1",149197992,149321732,0.40701950040811,0.562918569516586,"0.4023241344572675",123741,926,"7","unprocessed_pseudogene",40.7,"WI2-1896O14.1","not"
"870","ENSG00000227242",0.34209600184489,5.89021461783213,0.685228648229753,0.407792051419015,0.7469964276837,"chr1",147019656,147056593,0.403676430775895,0.499205450239225,"0.3999720552701991",36938,1768,"5","unprocessed_pseudogene",40.37,"NBPF13P","not"
"1108","ENSG00000230896",-0.14502149300358,5.83056299509771,0.684602628219977,0.408006316903314,0.747028906815749,"chr1",45694684,45697075,0.406772575250836,0.361201519595064,".",2392,596,"1","sense_intronic",40.68,"RP11-767N6.7","not"
"3474","ENSG00000274021",0.154469509603263,6.51862017781223,0.683440819304678,0.408404402492532,0.747109016472183,"chr12",89351015,89353271,0.553389455028799,0.553389455028799,".",2257,2256,"7","lincRNA",55.34,"RP11-823E8.3","not"
"3540","ENSG00000275198",-0.33023943434474,4.04075320499282,0.683327729361338,0.408443182380741,0.747109016472183,"chr14",90383365,90387973,0.444131047949664,0.444131047949664,".",4609,4608,"4","lincRNA",44.41,"RP11-471B22.3","not"
